Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Croatia,HRV,Income share held by lowest 20%,SI.DST.FRST.20,7.8
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.29462599
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.50012501041753
Croatia,HRV,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.57742179724
Croatia,HRV,"International tourism, number of arrivals",ST.INT.ARVL,57668000
Croatia,HRV,Land area (sq. km),AG.LND.TOTL.K2,56590
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0707317073171
Croatia,HRV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.57456380583892
Croatia,HRV,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Croatia,HRV,New businesses registered (number),IC.BUS.NREG,15585
Croatia,HRV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Croatia,HRV,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Croatia,HRV,Population growth (annual %),SP.POP.GROW,-0.893486927711056
Croatia,HRV,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Croatia,HRV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,12.0799999237061
Croatia,HRV,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,0.402652243628013
Croatia,HRV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.23
Croatia,HRV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.43
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.43
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.947
Croatia,HRV,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Denmark,DNK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,52447.8442706525
Denmark,DNK,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,28.99133204
Denmark,DNK,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,200
Denmark,DNK,Age dependency ratio (% of working-age population),SP.POP.DPND,56.9149567170267
Denmark,DNK,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Denmark,DNK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.6
Denmark,DNK,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Denmark,DNK,"Children out of school, primary",SE.PRM.UNER,2813
Denmark,DNK,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Denmark,DNK,Consumer price index (2010 = 100),FP.CPI.TOTL,109.517007410053
Denmark,DNK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.5
Denmark,DNK,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.21000003814697
Denmark,DNK,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Denmark,DNK,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Denmark,DNK,Forest area (% of land area),AG.LND.FRST.ZS,15.664
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,356841216410.068
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.98953731496432
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,61591.9288698958
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,57462.7760122823
Denmark,DNK,Gini index (World Bank estimate),SI.POV.GINI,28.2
Denmark,DNK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.43
Denmark,DNK,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.770831823348999
Denmark,DNK,Income share held by highest 10%,SI.DST.10TH.10,23.5
Denmark,DNK,Income share held by highest 20%,SI.DST.05TH.20,37.7
Denmark,DNK,Income share held by lowest 10%,SI.DST.FRST.10,3.7
Denmark,DNK,Income share held by lowest 20%,SI.DST.FRST.20,9.3
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.31920437
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.813609467455633
Denmark,DNK,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.0083219593
Denmark,DNK,"International tourism, number of arrivals",ST.INT.ARVL,30801000
Denmark,DNK,Land area (sq. km),AG.LND.TOTL.K2,40000
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9536585365854
Denmark,DNK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.27740222690715
Denmark,DNK,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Denmark,DNK,New businesses registered (number),IC.BUS.NREG,36982
Denmark,DNK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Denmark,DNK,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.495838925879129
Denmark,DNK,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Denmark,DNK,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,8.14000034332275
Denmark,DNK,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..
Denmark,DNK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.26
Denmark,DNK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.13
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.13
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.874
Denmark,DNK,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,19074.5806245758
Estonia,EST,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,29.01521163
Estonia,EST,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,200
Estonia,EST,Age dependency ratio (% of working-age population),SP.POP.DPND,56.2096175751875
Estonia,EST,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.9
Estonia,EST,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Estonia,EST,"Children out of school, primary",SE.PRM.UNER,1946
Estonia,EST,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Estonia,EST,Consumer price index (2010 = 100),FP.CPI.TOTL,119.422747189941
Estonia,EST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.9
Estonia,EST,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.48999977111816
Estonia,EST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Estonia,EST,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Estonia,EST,Forest area (% of land area),AG.LND.FRST.ZS,56.0938578329883
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,30474612057.4484
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.13381979831833
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,23052.3012559586
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36326.7982301075
Estonia,EST,Gini index (World Bank estimate),SI.POV.GINI,30.3
Estonia,EST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.57
Estonia,EST,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.774125277996063
Estonia,EST,Income share held by highest 10%,SI.DST.10TH.10,22.4
Estonia,EST,Income share held by highest 20%,SI.DST.05TH.20,38.3
Estonia,EST,Income share held by lowest 10%,SI.DST.FRST.10,3
Estonia,EST,Income share held by lowest 20%,SI.DST.FRST.20,8.1
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.35700777
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.43632688420445
Estonia,EST,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.1165412994
Estonia,EST,"International tourism, number of arrivals",ST.INT.ARVL,6033000
Estonia,EST,Land area (sq. km),AG.LND.TOTL.K2,43470
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.2439024390244
Estonia,EST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.00866586260145
Estonia,EST,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Estonia,EST,New businesses registered (number),IC.BUS.NREG,19950
Estonia,EST,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Estonia,EST,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Estonia,EST,Population growth (annual %),SP.POP.GROW,0.348039137980543
Estonia,EST,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Estonia,EST,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,10.710000038147
Estonia,EST,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..
Estonia,EST,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.23
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.37
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.37
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.88
Estonia,EST,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,40882.3922660699
Finland,FIN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,23.43343711
Finland,FIN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,..
Finland,FIN,Age dependency ratio (% of working-age population),SP.POP.DPND,60.9423994855002
Finland,FIN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.6
Finland,FIN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Finland,FIN,"Children out of school, primary",SE.PRM.UNER,4885
Finland,FIN,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Finland,FIN,Consumer price index (2010 = 100),FP.CPI.TOTL,111.192991413593
Finland,FIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.9
Finland,FIN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.57999992370605
Finland,FIN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Finland,FIN,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Finland,FIN,Forest area (% of land area),AG.LND.FRST.ZS,73.7332192682285
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,275580448365.235
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.14194750876192
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,49964.4999098426
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,49748.3265476456
Finland,FIN,Gini index (World Bank estimate),SI.POV.GINI,27.3
Finland,FIN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.61
Finland,FIN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.814484000205994
Finland,FIN,Income share held by highest 10%,SI.DST.10TH.10,22.6
Finland,FIN,Income share held by highest 20%,SI.DST.05TH.20,36.8
Finland,FIN,Income share held by lowest 10%,SI.DST.FRST.10,3.8
Finland,FIN,Income share held by lowest 20%,SI.DST.FRST.20,9.3
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.88996
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.08382098409299
Finland,FIN,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.6296716121
Finland,FIN,"International tourism, number of arrivals",ST.INT.ARVL,3224000
Finland,FIN,Land area (sq. km),AG.LND.TOTL.K2,303920
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7341463414634
Finland,FIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.36221240755957
Finland,FIN,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Finland,FIN,New businesses registered (number),IC.BUS.NREG,14700
Finland,FIN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Finland,FIN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.132641040791912
Finland,FIN,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Finland,FIN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,13.210000038147
Finland,FIN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..
Finland,FIN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.78
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.36
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.36
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.382
Finland,FIN,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,34884.9682973104
France,FRA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,22.56007177
France,FRA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,..
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,61.2671445356188
France,FRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.3
France,FRA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
France,FRA,"Children out of school, primary",SE.PRM.UNER,618
France,FRA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
France,FRA,Consumer price index (2010 = 100),FP.CPI.TOTL,108.842316422953
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.23000001907349
France,FRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
France,FRA,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
France,FRA,Forest area (% of land area),AG.LND.FRST.ZS,31.2044225532684
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2789593979064.58
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.86506607081999
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,41572.4850099629
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46569.0197507959
France,FRA,Gini index (World Bank estimate),SI.POV.GINI,32.4
France,FRA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.91
France,FRA,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.755960285663605
France,FRA,Income share held by highest 10%,SI.DST.10TH.10,26.7
France,FRA,Income share held by highest 20%,SI.DST.05TH.20,40.8
France,FRA,Income share held by lowest 10%,SI.DST.FRST.10,3.2
France,FRA,Income share held by lowest 20%,SI.DST.FRST.20,8
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.04318678
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.85081508315494
France,FRA,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,1.1986365025
France,FRA,"International tourism, number of arrivals",ST.INT.ARVL,211998000
France,FRA,Land area (sq. km),AG.LND.TOTL.K2,547557
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.7243902439024
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.84505339891481
France,FRA,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
France,FRA,New businesses registered (number),IC.BUS.NREG,201087
France,FRA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
France,FRA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
France,FRA,Population growth (annual %),SP.POP.GROW,0.274451849056795
France,FRA,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
France,FRA,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,11.6499996185303
France,FRA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..
France,FRA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.33
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.02
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.02
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.444
France,FRA,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,40263.990413002
Germany,DEU,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,28.03150535
Germany,DEU,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2200
Germany,DEU,Age dependency ratio (% of working-age population),SP.POP.DPND,54.0428361206484
Germany,DEU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.5
Germany,DEU,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Germany,DEU,"Children out of school, primary",SE.PRM.UNER,19808
Germany,DEU,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Germany,DEU,Consumer price index (2010 = 100),FP.CPI.TOTL,111.246631485772
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.5
Germany,DEU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.25
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Germany,DEU,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,32.6836109680005
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3975347237442.99
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.08602451412267
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,47950.1808142041
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,54954.8467481602
Germany,DEU,Gini index (World Bank estimate),SI.POV.GINI,..
Germany,DEU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..
Germany,DEU,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.763772785663605
Germany,DEU,Income share held by highest 10%,SI.DST.10TH.10,..
Germany,DEU,Income share held by highest 20%,SI.DST.05TH.20,..
Germany,DEU,Income share held by lowest 10%,SI.DST.FRST.10,..
Germany,DEU,Income share held by lowest 20%,SI.DST.FRST.20,..
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.03711209
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.73216766075662
Germany,DEU,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.9479766191
Germany,DEU,"International tourism, number of arrivals",ST.INT.ARVL,38881000
Germany,DEU,Land area (sq. km),AG.LND.TOTL.K2,349380
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.8926829268293
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.17181679234658
Germany,DEU,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Germany,DEU,New businesses registered (number),IC.BUS.NREG,72844
Germany,DEU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Germany,DEU,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.300526701992065
Germany,DEU,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Germany,DEU,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,9.89999961853027
Germany,DEU,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,40.6543058018022
Germany,DEU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.91
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.38
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.38
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.312
Germany,DEU,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,16411.6460414302
Greece,GRC,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,9.194727255
Greece,GRC,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,500
Greece,GRC,Age dependency ratio (% of working-age population),SP.POP.DPND,55.5851598567029
Greece,GRC,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.1
Greece,GRC,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Greece,GRC,"Children out of school, primary",SE.PRM.UNER,9246
Greece,GRC,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Greece,GRC,Consumer price index (2010 = 100),FP.CPI.TOTL,101.692133369644
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.2
Greece,GRC,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,7.61999988555908
Greece,GRC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..
Greece,GRC,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,10.7
Greece,GRC,Forest area (% of land area),AG.LND.FRST.ZS,30.2699767261443
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,212146107548.996
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.55897765238106
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,19765.9964536083
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29680.9418343832
Greece,GRC,Gini index (World Bank estimate),SI.POV.GINI,32.9
Greece,GRC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.2
Greece,GRC,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.694805860519409
Greece,GRC,Income share held by highest 10%,SI.DST.10TH.10,24.9
Greece,GRC,Income share held by highest 20%,SI.DST.05TH.20,40.1
Greece,GRC,Income share held by lowest 10%,SI.DST.FRST.10,2.7
Greece,GRC,Income share held by lowest 20%,SI.DST.FRST.20,7.2
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,72.23837339
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.625629147213626
Greece,GRC,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,0.94086394499
Greece,GRC,"International tourism, number of arrivals",ST.INT.ARVL,33072000
Greece,GRC,Land area (sq. km),AG.LND.TOTL.K2,128900
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7878048780488
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.71388945796109
Greece,GRC,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..
Greece,GRC,New businesses registered (number),IC.BUS.NREG,9793
Greece,GRC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..
Greece,GRC,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..
Greece,GRC,Population growth (annual %),SP.POP.GROW,-0.202880238259165
Greece,GRC,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..
Greece,GRC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,33.4799995422363
Greece,GRC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,5.60245207248944
Greece,GRC,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.18
Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,19.29
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.29
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.058
Greece,GRC,Wholesale price index (2010 = 100),FP.WPI.TOTL,..
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,13225.6078148571
Hungary,HUN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,27.9
Hungary,HUN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,..
Hungary,HUN,Age dependency ratio (% of working-age population),SP.POP.DPND,50.5337672766974
Hungary,HUN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..
Hungary,HUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.6
Hungary,HUN,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,..
Hungary,HUN,"Children out of school, primary",SE.PRM.UNER,17172
Hungary,HUN,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..
Hungary,HUN,Consumer price index (2010 = 100),FP.CPI.TOTL,117.712126417039
Hungary,HUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.4
Hungary,HUN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.32000017166138
